chro	tsne_p50_1	tsne_p50_2	tsne_p100_1	tsne_p100_2	tsne_p250_1	tsne_p250_2	tsne_p1000_1	tsne_p1000_2
AGAP005393	2L	91.39518876	-68.90363721	-25.14627152	-83.51127117	2.908299461	-2.790909377	1.448892265	-0.649996055
AGAP005394	2L	90.4433469	-57.65931918	-29.14212526	-79.03834963	-17.1775048	7.843963599	-3.80624043	2.441288655
AGAP005396	2L	101.5020782	-58.93191355	-35.85221337	-85.13369954	-0.758304388	-19.27618494	-4.127453001	2.821822572
AGAP005397	2L	59.75988151	2.711312508	-46.57236549	-25.50922027	-18.13956856	1.261918508	-1.217110524	1.235436276
AGAP005398	2L	87.61334739	-49.36287476	-37.70599117	-59.77843244	-4.34082305	-14.54654388	0.295144915	1.93294879
AGAP005399	2L	93.45439102	-62.93884881	-28.92688104	-83.38028176	0.905417384	-18.75342285	-4.084762422	3.05951734
AGAP005400	2L	51.25035038	10.97810382	-14.32378705	-29.70780704	1.732438634	-4.885745166	-0.671001111	1.426968526
AGAP005401	2L	10.62744257	-75.54191449	-46.85490929	28.05204788	-10.03239277	10.54348204	-0.452251922	-2.242631637
AGAP005402	2L	48.66095314	17.32253003	-23.90416507	-27.497349	4.192612262	4.301966961	-0.939591492	0.993556351
AGAP005403	2L	-18.92500587	16.89273406	0.394444507	40.53375784	3.838485146	8.671414221	-0.254885922	-0.229596056
AGAP005404	2L	50.78548892	-76.81476095	12.88965119	-11.63019563	11.35767432	-5.434454594	2.555288195	0.29305839
AGAP005405	2L	-21.87299951	-49.59285823	-27.3705914	35.78937929	-1.308043659	12.84459532	-2.691184405	-0.325989236
AGAP005406	2L	100.2427916	-62.8056973	-33.05707091	-87.0795804	-0.467371762	-19.70360003	-4.363362079	3.078695394
AGAP005407	2L	100.0388379	-62.36748716	-33.10021331	-86.67662035	-0.478115476	-19.47713344	-4.257049716	3.093866724
AGAP005408	2L	91.34776979	-57.89144353	-29.66601768	-79.60112641	-0.924568849	-18.30086858	-3.841093264	2.787205527
AGAP005409	2L	5.060182356	-75.81515653	-51.13381746	25.23985834	-9.460539811	10.17576236	0.589218329	2.527859985
AGAP005410	2L	95.46084548	-60.01142659	-31.52037754	-82.69023559	-0.427629867	-18.61133247	-3.978541458	3.020241147
AGAP005411	2L	79.56233095	-65.33407154	-58.40899847	-17.98206359	-17.28851809	7.378278036	-3.345128994	0.973046748
AGAP005412	2L	101.8641718	-62.26060432	-34.33772196	-87.39252173	-0.540518353	-19.78858765	-4.386622771	3.061858196
AGAP005413	2L	7.303650798	-76.58471096	-38.65890214	12.39428236	-10.07179146	7.966262801	0.977544184	1.816742206
AGAP005414	2L	-3.025785935	84.0714303	55.40383779	-41.38853314	-8.373490201	-10.85482261	0.768663706	-3.202553958
AGAP005415	2L	100.7639294	-60.80934753	-34.27980462	-85.95201907	-0.455843975	-19.55191654	-4.38685346	3.168080207
AGAP005416	2L	52.34205012	-16.53290905	-19.31207561	-24.59951989	-5.448397935	-1.335294118	-1.641470191	1.439653309
AGAP005417	2L	58.00001391	-52.1180598	-52.23072937	-15.24865192	-15.34436363	7.512253592	-0.361004643	1.99071862
AGAP005418	2L	90.74750987	-68.03840093	-24.232677	-83.05370399	-12.91623571	-6.809789583	-3.133825941	2.024347512
AGAP005419	2L	-7.959479774	79.314124	-74.1999953	-7.332963035	2.692480393	16.84249605	-2.497836378	-1.318211973
AGAP005420	2L	65.66420066	-0.401712315	-7.991849526	-37.91239267	4.62837843	7.297942036	-2.325128423	-0.406454399
AGAP005421	2L	-100.8830004	43.26516336	2.721607805	77.19279909	3.329654976	15.90263469	-1.717379326	-2.106733547
AGAP005422	2L	7.370721616	17.69323398	-1.170918977	-43.54630641	-7.447688288	0.156138822	0.419656936	0.837828376
AGAP005423	2L	7.187838658	29.56077418	-20.98425645	40.77023286	3.72607029	7.129514292	-2.04773633	0.103065825
AGAP005424	2L	81.65008669	-83.83484465	-23.29156063	69.43884504	1.808990113	20.06657522	-2.50521825	-1.219991165
AGAP005425	2L	98.29200377	-58.01442859	-34.12658701	-83.22986897	-0.550791733	-19.04045041	-4.163609753	3.215449211
AGAP005427	2L	-49.18711846	-10.93218136	41.63815115	6.008860537	5.637484748	-3.759706472	1.485797014	-0.201969958
AGAP005428	2L	-6.223073084	-55.7308324	-41.76133506	15.8944545	-8.862952929	-5.174839051	-0.121716618	0.85694712
AGAP005429	2L	31.59476182	-60.79326957	-69.84838295	3.365133881	-14.81324012	15.70500579	1.247000569	-0.768449076
AGAP005430	2L	83.71759687	-67.74100107	-25.70514661	-77.48090884	-0.330490121	25.56940778	-3.054553916	0.980660753
AGAP005431	2L	11.53450394	-62.15892295	-34.65541464	-6.200576957	-8.189045259	10.41781637	-0.020036164	2.323562974
AGAP005432	2L	12.0439482	9.76748089	-10.14346049	-7.171285429	-3.021571108	-0.315061885	-1.06913594	0.159113179
AGAP005433	2L	5.940361525	35.03886561	10.51125034	-27.52374716	-6.600634974	-5.389058091	-1.317611308	-1.016017399
AGAP005435	2L	-13.11943044	74.22271391	44.44227121	-27.8859226	-4.974994348	-8.01784367	0.747502747	-2.391194768
AGAP005436	2L	8.098861497	-7.014261756	-5.116263034	1.752007896	-0.576634809	1.419666543	0.105622634	0.030780456
AGAP005437	2L	26.83406565	-35.01420351	-57.73279568	-16.30454573	-16.04701205	9.896840143	0.20218135	1.078531973
AGAP005438	2L	-15.93449895	-114.3149384	-80.80060702	41.11333985	-17.21940977	7.603430287	-3.710285326	-0.566434806
AGAP005439	2L	5.771006211	-14.11712885	-8.117692482	7.244312363	-0.220579004	1.984105512	0.083476618	0.020375658
AGAP005440	2L	101.7992522	-61.29046339	-34.6696934	-86.73584649	-0.634162627	-19.62559178	-4.299696231	3.152277022
AGAP005443	2L	22.07978843	-3.821120779	-13.17605703	-8.871498987	0.549100878	1.736361228	0.092662434	0.127778207
AGAP005444	2L	-70.59461492	34.86824841	-2.911654728	66.6804054	6.713467513	15.51130932	-2.469861804	-2.208347072
AGAP005445	2L	16.91733314	-34.4953865	-20.47377214	6.55432558	-4.094133564	0.285267406	0.510081363	-0.139254062
AGAP005446	2L	96.00840496	-62.66909623	-29.75953921	-85.17977551	0.102173787	-18.94185063	-4.115107816	2.85967948
AGAP005447	2L	18.51593374	-88.96858291	-53.94760967	14.39944612	-11.74967909	10.71505987	0.265859213	1.87196134
AGAP005448	2L	-17.04971894	-90.51548492	-71.76768631	32.39254346	16.1171819	-11.06413454	-0.205124475	3.288396992
AGAP005449	2L	31.03496549	61.66912974	4.398001035	-49.12208955	-12.78557561	0.660089994	-0.401564774	-2.438236008
AGAP005450	2L	92.91976382	-70.05921723	-26.45337336	-82.08792748	0.586598786	-17.72490626	2.116333648	-0.816884276
AGAP005451	2L	-56.8894276	-18.31544061	43.53944891	13.73802069	10.59020951	-2.530553684	2.213690106	-0.372938968
AGAP005452	2L	5.898657857	-2.020842799	-1.84099012	-1.07890208	-0.514710138	0.950612689	0.118809378	0.026300812
AGAP005454	2L	10.89564642	-15.38986132	-10.88502024	1.868350196	-0.902567063	1.797638395	0.112723663	0.036641272
AGAP005455	2L	9.027983304	-43.57346079	-25.58646454	18.25783224	-7.611237146	3.928633827	0.350404577	1.295355602
AGAP005456	2L	-30.84628483	23.97681137	3.238004209	46.75400987	-17.1969111	9.099068933	-1.982211399	-0.88193549
AGAP005457	2L	35.99974469	-63.09506649	40.22261529	-42.39030378	-12.26300707	4.098866551	0.649536286	-2.198702061
AGAP005458	2L	91.09744469	-51.60057805	-32.76054195	-77.22214415	-4.075091292	-15.84624132	-2.837724297	2.052784932
AGAP005459	2L	24.99078985	35.99781633	-4.288964799	-34.89542869	-9.243486572	-2.829135946	-1.239925443	0.794027763
AGAP005460	2L	-1.167865624	107.0336246	53.82254035	-44.22962586	-12.45474425	-10.97743947	0.517411893	-3.704140561
AGAP005461	2L	63.25338316	-44.53520522	11.79750973	34.44607783	-15.36115115	4.869297436	-0.662050124	-1.306929859
AGAP005462	2L	-51.13068312	33.99176171	2.130553112	57.26981575	7.763648634	13.14418208	-2.174303699	-1.550578134
AGAP005463	2L	-12.41639111	74.85948068	44.00164603	-28.55033631	-5.581080548	-8.428026798	0.949132492	-3.335088078
AGAP005464	2L	47.12653421	-52.51125523	-64.91592714	-14.60645542	0.318082089	-12.64822734	-2.381644525	0.287995014
AGAP005465	2L	86.78492752	8.267398599	-3.650879268	-71.77568245	-19.28279603	10.37928288	-3.860528521	-0.518857237
AGAP005466	2L	68.8717927	34.44592613	-36.74459202	-37.57114008	11.98862462	-11.23744412	-1.438769649	2.672874335
AGAP005467	2L	16.42585291	61.4691869	-0.069081442	-43.520552	-8.619092421	-0.313610957	1.844688426	2.789531399
AGAP005468	2L	116.1882924	52.47981568	-66.44383407	-27.04241319	-17.85295149	3.113165672	-3.548681346	0.480431807
AGAP005469	2L	92.86947095	-58.34636522	-31.23580917	-79.09637613	-0.943566734	-18.00316422	-3.38289782	2.750471285
AGAP005470	2L	125.1934232	61.72087567	-29.7327459	-93.17951068	6.726358525	-27.49415537	-5.077205525	3.267642316
AGAP005471	2L	124.7345139	61.22089153	-29.24860311	-93.11996254	6.62513604	-27.44959114	-4.968177112	3.221017979
AGAP005472	2L	125.3174882	61.85635792	-29.87383301	-93.19624414	6.758307268	-27.50655254	-5.09007883	3.279948399
AGAP005473	2L	91.9366533	-59.41743706	-30.50202023	-79.9513077	-0.76557749	-18.03943911	-3.880798436	2.908054889
AGAP005474	2L	49.092049	-44.02496163	-62.21257921	-25.34713942	-9.47291729	2.825070154	0.900535474	1.589528326
AGAP005475	2L	51.34103963	-57.5635662	-61.65702791	-14.9814996	-14.40969971	7.268421984	-3.127014351	1.274212178
AGAP005476	2L	75.27292803	-38.02409783	63.12170518	-36.3063528	7.946929873	-14.83368233	1.880151779	-3.214325049
AGAP005477	2L	9.635496773	73.64408429	21.26051134	54.07731326	-17.68680963	17.24166991	-1.355751281	-2.1143273
AGAP005478	2L	16.58438395	76.44663059	-71.35173487	-21.02032952	-17.68742461	6.025366764	-1.129843381	-1.526721304
AGAP005479	2L	95.63190302	-65.63196416	-29.08463631	-86.94315411	0.792057063	-19.25936751	-4.367673751	2.947485119
AGAP005480	2L	95.98886041	-65.15880303	-29.51116893	-86.92642013	0.574776334	-19.17016392	-4.265668178	3.062731283
AGAP005481	2L	84.21155083	29.48499286	-66.93933202	-25.09752684	6.466835874	18.55712161	-2.995921883	-0.601241915
AGAP005483	2L	87.7287104	-54.24332657	-21.42549945	-72.92192853	-3.781959629	-13.87060416	1.461242226	0.617006794
AGAP005484	2L	89.45839568	-43.43610366	-34.53203734	-60.62254381	-4.25452903	-15.33288004	0.775357539	0.407168158
AGAP005486	2L	62.57722282	-17.44026127	10.04001412	4.696010251	1.587348891	-2.405117619	0.581928662	-0.691470912
AGAP005487	2L	102.3001596	-46.52303299	-36.23250788	-71.2397265	-3.312522532	-18.06997945	-3.367802087	3.190405078
AGAP005490	2L	13.7110559	94.93226267	43.16552678	-53.52162195	-12.33454102	-10.02688716	0.446213196	-3.544233444
AGAP005492	2L	92.21433668	-58.62028843	-30.70863833	-79.37001865	-0.805613657	-18.01662557	-3.678662225	2.763807922
AGAP005493	2L	-10.90203642	-11.8668059	-6.963852879	-25.7263053	-7.586836897	3.183660212	-2.863176771	-0.449183917
AGAP005494	2L	96.5740204	-59.07939502	-32.51246639	-82.87837959	-0.172713082	-18.86549449	-4.234857597	3.173381317
AGAP005495	2L	51.61449214	-71.63628316	-67.42674825	-4.43577899	-13.66115159	6.938646251	-3.346908555	0.961582583
AGAP005496	2L	57.83283045	-27.86909374	-11.07938706	-45.90196409	0.431684868	-8.192303466	-3.36859283	0.585370272
AGAP005497	2L	70.9421791	-64.47847283	-57.31970909	-21.565882	3.243666865	7.396719229	-1.993247574	0.291596628
AGAP005498	2L	84.16342362	-33.80066009	-33.37953744	-66.47532022	-3.599012285	-16.50628127	-3.060785926	2.711243155
AGAP005504	2L	-10.16187531	107.3879196	-19.53874682	73.1322016	1.236221195	25.74743646	-2.967976885	-0.516759905
AGAP005505	2L	80.40909313	17.45015248	-65.03951594	-27.86683591	1.638146898	-10.98408016	-3.42780997	-0.868399377
AGAP005506	2L	-42.29317732	-39.52320942	35.1586072	4.505138863	4.438827874	-2.407901954	1.888901006	0.069045759
AGAP005507	2L	52.90920327	9.427578436	-12.79842183	-29.2366466	0.173374995	-4.777707248	-0.504695214	1.000011762
AGAP005508	2L	97.07523696	-58.34672446	-33.1711514	-82.7559748	-0.176675443	-18.87579642	-4.257420283	3.220530256
AGAP005509	2L	89.02990974	-45.82391634	-31.56022963	-74.77041747	-3.961998179	-16.02724066	1.615360632	-0.039187266
AGAP005510	2L	-16.53419836	-113.5880974	-80.23191472	41.42171988	-0.336272907	22.48834018	-3.497919251	-0.621886117
AGAP005514	2L	93.3913631	-60.43485542	-30.3350654	-81.60696557	-0.317208757	-18.36846739	-4.003191102	2.904022462
AGAP005515	2L	47.74259252	64.17096497	16.56771338	-55.50843798	-2.841191176	-12.46672342	-3.011419311	1.556831785
AGAP005516	2L	-20.76223609	-35.6442666	22.57505159	-8.766806166	-4.997057389	-6.623615465	-3.345556511	2.225144482
AGAP005518	2L	72.04254459	-64.95935663	-57.48902906	-20.8263035	-18.45658211	4.200057416	-2.688773378	-0.356995279
AGAP005519	2L	47.11603537	64.32634915	16.45867695	-56.02672841	-2.796830352	-12.77195415	-3.355830277	1.961250411
AGAP005520	2L	77.74572954	-75.91483164	-11.91429904	-66.44682408	-8.228848232	-13.39237686	1.001100352	-2.481441549
AGAP005521	2L	-66.61421396	31.44127051	-7.920060653	60.80565179	5.416889966	14.83234241	-2.315560258	-1.608725706
AGAP005522	2L	26.67498175	23.55988097	-44.39688965	-23.10472387	-0.290530306	10.75717123	-1.524973518	1.052380905
AGAP005523	2L	51.34432633	-72.14179363	-66.88805935	-4.502443133	-13.38225187	6.9257269	-2.883824958	0.864064197
AGAP005524	2L	68.85289659	-46.70743309	-52.81881994	-19.65109846	-10.7260207	3.163885772	-0.016677422	-0.949296306
AGAP005525	2L	97.19747421	-64.92538505	-30.1134478	-87.89489284	0.669605225	-19.27699265	-4.594969808	3.090522121
AGAP005528	2L	103.2645718	-47.98750512	-36.69386303	-72.28717042	-3.021358454	-18.49431474	-3.605791141	3.380697855
AGAP005529	2L	51.34854316	-65.13496226	-59.69930067	-8.827675382	-13.90338161	13.164766	-2.794878305	0.222338937
AGAP005530	2L	103.2620704	-52.20701292	-39.00997512	-75.45017923	-2.485815991	-18.71552602	-3.895302704	3.054856782
AGAP005531	2L	96.89173867	-64.62765229	-30.16775374	-87.42046767	0.41753694	-19.12222625	-4.334971324	3.05262841
AGAP005532	2L	57.284235	-15.25529011	-15.61159406	-50.02782022	11.08419113	-0.979549564	-2.995692217	1.720125535
AGAP005533	2L	124.3289555	60.78841145	-28.79129901	-93.16613413	6.55571442	-27.43083157	-4.959201689	3.234301706
AGAP005534	2L	-56.73979737	-85.61252905	-33.84676657	62.92791916	-1.973108062	16.52392211	-2.178046631	-0.444398597
AGAP005535	2L	54.94069261	38.62662888	-34.30277955	-33.76571455	12.28338387	-10.15306535	-1.235170384	2.641799067
AGAP005536	2L	37.33661213	60.57707163	-64.29569648	-21.20864652	-13.55442418	0.3091817	-2.907869239	0.999626668
AGAP005537	2L	86.86656879	1.332466097	-57.71485088	-24.61691769	-20.9588588	13.64278014	-1.567795593	-1.416586829
AGAP005539	2L	33.94865727	-54.37799106	-45.05590424	-4.496159264	-1.267950996	7.059020334	-1.196438622	0.249254543
AGAP005540	2L	51.00108131	-39.71737415	-49.63189207	-8.47576721	-13.03273149	1.024358462	0.257662576	1.797980934
AGAP005541	2L	96.90766844	-47.83123112	-32.40865873	-71.95601286	-1.500546971	-17.45527303	-3.996487122	2.966655386
AGAP005542	2L	55.63148275	-60.82795405	-58.21460899	-13.79297082	-14.82970873	8.800637445	-2.895476876	0.144090943
AGAP005543	2L	30.74855053	-61.20023093	-39.05753146	-19.0512381	3.050365508	3.505948464	-0.439170856	1.757344359
AGAP005544	2L	33.67442124	30.52664844	-46.47753002	-20.43667076	-0.173395697	-4.715799789	-2.207509097	0.761937105
AGAP005545	2L	64.24519677	-17.24573415	-19.83794321	-76.20311396	-17.01226945	4.00940019	-3.573830651	2.588407145
AGAP005546	2L	96.8037824	-47.50601257	-32.50680479	-71.75309907	-1.525992617	-17.46550314	-3.850427821	2.926977975
AGAP005549	2L	81.65488517	17.67380209	-64.51806538	-26.24696844	1.331163807	-12.21970134	-4.000600102	-0.76657105
AGAP005550	2L	52.07069238	15.91771266	-16.21596437	-31.32633693	3.862974137	7.32076004	-1.720657192	-0.406909926
AGAP005551	2L	55.41881612	-26.86044026	-66.20385651	-40.31106992	-1.739560082	26.420555	-4.148034178	-1.363547962
AGAP005552	2L	-77.04905748	29.33836806	-15.3242416	57.49561396	4.857792348	17.22066343	-2.488453287	-1.107728537
AGAP005553	2L	90.86672108	-47.08357525	-30.08112281	-73.98715815	6.20683931	-2.709826277	1.919195274	-0.511155035
AGAP005554	2L	18.54884988	-12.29393339	1.968037259	5.59562836	-0.770697937	2.465355176	0.117083536	0.047003275
AGAP005555	2L	48.61826776	-58.9186198	-61.64650667	-11.85427704	-14.20885391	7.514921062	-0.372548227	-2.451441452
AGAP005556	2L	-46.75885796	25.88365038	0.457577411	49.19954407	-16.71663219	16.86346958	-1.201049384	-1.319485043
AGAP005557	2L	15.72401932	-106.7024865	-64.96808509	3.722868949	-15.04455092	11.8787145	2.285832619	-1.734913309
AGAP005558	2L	44.03626007	31.73087477	-19.48328527	-36.11704986	13.93774501	-7.600450215	-1.203961332	1.875648496
AGAP005559	2L	66.15618709	-53.03514035	-53.53118826	-21.82088802	-7.096031391	2.294252979	0.895806739	1.700626715
AGAP005560	2L	-77.4049893	29.12682672	-15.47613417	57.75930222	4.756533569	17.28570391	-2.687173042	-1.363663218
AGAP005561	2L	36.36216867	-37.29906709	-29.23031214	17.19240955	-9.261173782	1.90832805	1.444780685	-1.107845856
AGAP005562	2L	-72.65129744	-26.93712445	50.66299347	18.56677313	11.24764107	-2.972428801	2.677986941	-0.318724648
AGAP005564	2L	63.59267389	-55.98805581	-46.59972629	-14.49820546	7.202818723	4.865240945	-0.24936125	2.626430541
AGAP005565	2L	60.77724052	-53.43918289	-53.18519086	-17.80952161	-16.79728683	6.672290878	-3.111538761	0.251647947
AGAP005566	2L	83.08216308	-62.49962415	-23.08062553	-76.77633559	-17.88169785	7.021504902	-3.235772951	0.705524001
AGAP005567	2L	77.21403574	-51.35135318	-41.14440929	-55.17100217	-11.17635888	7.406353317	-2.367149004	2.559474375
AGAP005568	2L	19.8608625	-92.88878654	-54.90364062	23.74647279	-12.33448453	10.10177031	0.342226624	2.984536041
AGAP005569	2L	12.61392534	-26.31110373	-20.41687326	3.944393369	-4.963220665	1.440887488	0.320674408	0.443483863
AGAP005570	2L	47.74729177	-37.78249927	-48.12183391	-9.310128853	-7.937521559	6.29033732	0.08944629	1.712826772
AGAP005571	2L	78.81538257	-74.28729933	-29.82511715	-77.05172071	-0.793293924	-17.27756736	-3.61375126	2.661232516
AGAP005572	2L	37.77725939	63.68776868	-63.06217662	-16.96320795	-13.84925619	0.884995773	-2.775164285	1.656733141
AGAP005573	2L	93.59788449	-62.65719756	-29.13417551	-83.25472742	0.805608484	-18.75114908	-3.938727792	3.046483906
AGAP005574	2L	60.27877809	-25.86730486	-61.15763891	-28.78762664	0.48451047	-10.66466662	-3.905057389	-0.801507213
AGAP005575	2L	116.0669965	-61.12333676	-85.78088401	-23.68946524	1.169160209	24.14981288	-3.445433304	-0.260339086
AGAP005576	2L	111.9751569	-64.08625071	-82.18286942	-24.23345131	-7.610846384	-14.27634445	-3.113025724	-0.148797985
AGAP005577	2L	8.877950334	-70.1911236	-53.67674564	30.85797538	-5.259585693	11.86442745	-0.357084903	2.244572546
AGAP005579	2L	1.220466215	7.310533012	-3.136521881	9.77955063	-0.096429058	2.463269659	0.018706449	-0.037006368
AGAP005580	2L	48.51606692	-38.20157398	-47.7785852	-9.897805394	-11.99562897	14.62834714	-1.710016046	1.512798761
AGAP005581	2L	24.58600827	-30.21511032	6.034695652	1.57462874	1.376287835	-1.429487748	0.926424952	-0.139815329
AGAP005582	2L	57.41852146	-25.63063317	-58.92716706	-27.20846903	-14.50364331	10.12278566	-1.616841332	0.80280393
AGAP005583	2L	93.52927834	-54.69485329	-34.1713537	-79.38083701	-15.06572049	8.251735904	-3.596837168	2.222889054
AGAP005584	2L	103.9700519	-47.8194316	-37.09465013	-72.26547231	-2.859999371	-18.55182276	-3.720189635	3.366958909
AGAP005585	2L	66.47751633	-51.87323672	-53.73842156	-22.50612064	-6.412363013	2.051610546	0.645327339	1.208101496
AGAP005586	2L	-69.74549859	23.06235047	-14.68864482	61.72919156	3.424838525	17.11251707	-2.871369922	-1.698087382
AGAP005587	2L	40.64546096	41.01050631	-40.47150202	-24.50868419	9.158872264	-9.162605109	-0.777435221	2.53594878
AGAP005588	2L	48.00642662	1.851977708	-54.0988088	-36.99760129	-16.74115516	3.872330478	0.34767068	-1.523911506
AGAP005589	2L	51.18452889	-73.89379746	-65.79082975	-5.142648138	-13.16122745	6.824836292	-2.945119069	1.786621736
AGAP005590	2L	76.80922097	-42.88432391	-35.20316832	-54.13229286	-3.283018519	-3.918846207	0.247676236	0.100815486
AGAP005591	2L	53.31334043	-3.580414797	0.600069194	-22.79733049	0.757029934	-5.535047659	0.21152816	-0.212564494
AGAP005592	2L	-21.81208785	98.79812534	67.30270317	-13.30194084	7.814997266	9.13352048	-0.945996349	-2.3858056
AGAP005593	2L	-84.55665955	-39.72869714	-78.80140956	25.39428402	16.31556716	2.820883625	0.195582703	3.571644823
AGAP005594	2L	93.30596757	-70.51108834	-26.53411246	-81.61528178	0.623112415	-17.60051988	-2.756379696	3.050046287
AGAP005595	2L	89.70471645	-23.34597169	58.88526927	-42.96815275	-0.110925442	-16.31131786	1.862368136	-3.9127409
AGAP005596	2L	-14.9815891	-21.90899381	21.50279123	-7.637913312	-4.123791357	-6.334784234	1.340120105	-0.975937426
AGAP005598	2L	41.31525332	33.21226888	-20.85460614	-38.7700535	15.45892569	2.441714596	-1.519596502	1.795029619
AGAP005599	2L	-42.90384677	-37.6222618	-65.170197	37.57268795	-12.31256894	15.06926232	1.893902169	0.639129275
AGAP005600	2L	85.97813322	0.992282933	-57.60640079	-23.93182971	-21.16190427	13.47645182	-3.359426725	0.739747107
AGAP005601	2L	96.59793374	-46.70341392	-32.7678207	-71.18778954	-1.695002719	-17.5093858	-3.652676435	2.958991594
AGAP005602	2L	4.384356852	0.564252799	0.811619307	-2.962039128	-0.203360303	-0.032881269	0.066548175	0.028423927
AGAP005603	2L	5.253143966	-19.74582723	-12.84143087	9.701945486	-4.945638195	2.513795573	0.034522419	0.264803173
AGAP005604	2L	89.76520075	-53.92487582	-33.48149714	-74.91163344	-3.88168439	-16.8983724	-3.422490958	2.962520244
AGAP005605	2L	66.47469047	-16.11567791	-1.675520438	-40.70741885	-7.868806429	-2.569185541	-2.910086071	2.15632811
AGAP005606	2L	78.39410909	-77.12060473	-11.02770912	-66.08634181	-7.99648772	-14.02102814	-3.915840448	-0.565797346
AGAP005608	2L	103.9867261	6.128627532	-63.01867992	-33.27486529	-15.17785655	0.606634811	-2.393793463	0.238208052
AGAP005609	2L	119.0253788	-60.21301474	-85.99143414	-20.96582436	1.194430729	24.21086853	-3.399176589	0.20795553
AGAP005610	2L	58.31583179	23.47578088	-25.237293	-33.43319779	11.30604786	-8.252941148	-1.209584311	2.097622927
AGAP005611	2L	31.78669573	30.7505199	-33.73609761	-13.89685205	3.592051254	4.747833747	-0.802790904	2.297815419
AGAP005612	2L	47.44351851	-65.72177635	-58.86538131	-6.163391257	-13.37730553	13.42132846	-1.026275044	1.143185242
AGAP005613	2L	95.43373806	-44.78025562	-32.83273824	-69.58276551	7.066494053	10.63405126	-3.082598754	0.048414612
AGAP005614	2L	63.41773791	-17.32909651	-19.79295211	-76.26510832	-16.9687776	3.959177932	0.930348519	-0.884221101
AGAP005615	2L	44.38702873	-5.55829973	-9.507484161	-19.17335523	-0.715066683	-5.070856266	-0.98492878	1.4360176
AGAP005616	2L	-4.888813153	-33.76252363	-24.09059863	24.26230561	-3.741210568	8.371076805	-0.328939715	0.946273973
AGAP005617	2L	56.67616067	-67.08643692	-71.64825168	-5.094721072	-12.41693915	3.51397565	-3.889575975	-1.555563893
AGAP005618	2L	98.19988533	-43.36953245	-34.81510016	-68.45669959	-3.744485722	-17.47023207	-3.096451916	2.92083449
AGAP005619	2L	107.0538224	44.54699738	-41.54271734	-83.64463831	-8.253439819	-15.08889134	-3.031485588	-0.084143846
AGAP005620	2L	22.88361083	44.64051109	6.060415732	-35.59813142	-8.03953892	-3.279457808	-1.833153156	0.22909259
AGAP005621	2L	87.36306757	-41.04062185	-32.33960913	-58.43038443	-3.678546158	-14.67749191	-1.746910288	1.007406574
AGAP005622	2L	106.1247235	-45.86816856	-38.38347967	-70.91567322	-3.359614141	-18.31986189	-3.519836624	3.329726779
AGAP005623	2L	77.29574192	-30.75435279	-12.0847532	-13.41936836	-3.810877203	-2.520877058	-0.53667691	0.446892286
AGAP005624	2L	55.17211842	-69.98887732	-69.945126	-6.878802796	-12.42708432	3.139715669	-2.925934198	0.5857788
AGAP005625	2L	115.8999224	-60.61131787	-85.86950796	-24.05459228	1.06915856	24.22074085	-3.717114391	0.32413718
AGAP005627	2L	-75.0251662	26.54339147	-15.57944677	60.02340292	3.797554017	17.37245003	-2.358362071	-0.794666519
AGAP005629	2L	92.02594924	-80.08253937	-87.59696785	27.23116735	-16.99784137	20.19988973	-3.537227942	-1.161729248
AGAP005630	2L	60.16932688	-22.87732665	-4.807670415	-44.09468178	0.35368441	-10.62388523	-3.883721366	-1.142590873
AGAP005631	2L	84.94748645	0.13523506	-57.44282979	-23.17003195	-21.24590119	13.32613651	-3.092859114	0.716744175
AGAP005632	2L	86.94420055	-44.10265964	-34.99289594	-59.26543584	-4.774750732	-15.4307058	-1.716842437	1.856270792
AGAP005633	2L	99.05071113	-55.71442098	-36.20956102	-82.1154235	-1.462019552	-19.12306009	-4.000203378	3.393454296
AGAP005634	2L	-21.58934011	-34.99448625	10.44690541	26.89173372	-9.69705318	3.48928677	-2.262563984	-0.918841483
AGAP005635	2L	116.3808897	-61.62028211	-85.7993828	-23.27745018	1.183754175	24.20014198	-3.587156388	-0.043474553
AGAP005636	2L	86.55029712	-39.07751658	-30.45227035	-59.12318759	-3.285707176	-14.57473613	0.536928436	1.255713695
AGAP005637	2L	-85.11620815	85.85279624	-0.603672553	75.87674939	7.413575486	17.53460642	-3.352715966	-1.91433379
AGAP005638	2L	69.28028813	21.64386756	-74.3414927	-30.96453634	1.745099895	-11.75172352	-2.859496811	-1.062335902
AGAP005639	2L	23.82182531	50.35169818	-72.38100141	6.842156014	2.590146022	28.43983737	-2.801937192	2.856306426
AGAP005640	2L	118.9107781	-60.86200118	-86.31816507	-21.40249878	1.192562324	24.21197084	-3.630645764	0.049025563
AGAP005641	2L	90.83813145	-45.2479771	-35.59950495	-64.29754044	-3.942161732	-15.79827594	0.79482825	0.249297235
AGAP005643	2L	84.04844651	5.274018735	-19.32391361	-80.66330994	-18.58111204	7.197122415	-3.779292535	-1.177874064
AGAP005644	2L	66.43429767	-55.23935639	-36.86482019	-48.23965202	-6.16316041	-14.57508657	-2.009114143	3.194036009
AGAP005645	2L	98.82888323	-42.84953227	-34.83784616	-67.81154801	-3.911471372	-17.65129629	-3.222153009	2.859023797
AGAP005646	2L	35.09172081	-74.03191656	-81.52712631	39.07433648	-15.52428992	15.17623063	-2.992871134	-1.107242308
