gene_name	chro	tsne1	tsne2	fst-general	fst-2l	fst-2r	fst-east-central_	fst-east_west	fst-east-west_ctral	fst-m_s	fst-sex	fst-west-central	snp	chro2	chro3	non	syn	snp2	aom	bfm	bfs	cms	gas	gns	gwa	kes	ugs	fst_avr	tsne_p50_1	tsne_p50_2	gene_start	gene_end	nature	nature2	inv2r	inv2r2
AGAP007992	3R	4.39416133	0.77548239	0.039212817	0.003806604	0.00447358	0.015817078	0.018911202	0.015501427	0.01561595	-0.00052832	0.005334098	386	3R	3R	75	374	449	0.051265778	0.014801137	0.001461161	0.002745333	0.025981907	0.003147649	0.021033363	0.1346947	0.000201551	0.028370287	-36.20885727	-15.82174742	3850538	3854632	1	geo	0	0
AGAP007993	3R	-8.231141585	-0.044630725	0.061561339	0.004338273	0.006905823	0.021256499	0.024699492	0.020976731	0.03156816	0.000487789	0.006609148	280	3R	3R	178	163	341	0.135324638	0.01054803	0.000472861	0.003710265	0.032222992	-0.002287249	0.018555737	0.172353212	0.002214852	0.04145726	-52.03396434	-76.81965589	3876269	3877121	1	geo	0	0
AGAP007994	3R	-3.828796505	-0.223413014	0.069731025	0.007671843	0.015674204	0.01734677	0.023475301	0.018407052	0.017969255	0.004700664	0.006632037	227	3R	3R	83	187	270	0.059456086	0.011692104	0.009611395	0.012981371	0.0633589	-0.000153099	0.007788794	0.221394603	0.020257036	0.045154132	-33.18431559	39.13339494	3889324	3890199	1	geo	0	0
AGAP007995	3R	-3.586749867	1.7902237	0.088741671	0.007413986	0.004614906	0.039051748	0.056887093	0.043483217	0.048383254	-0.001192058	0.008711549	149	3R	3R	126	46	172	0.173603581	0.005441288	0.000919774	0.00094813	0.009925753	0.007830558	0.055333638	0.265339179	0.005374911	0.058301868	-50.62146747	74.9807195	3919240	3924514	1	geo	0	0
AGAP007996	3R	-1.762628737	0.965912726	0.047447616	0.001961481	0.002734603	0.014224092	0.024439449	0.015969959	0.012320599	0.001031292	0.008029808	326	3R	3R	165	209	374	0.061133516	0.004736466	0.002208111	0.003292761	0.025756459	0.003656115	0.087822638	0.124573095	0.000379855	0.034839891	9.83857065	38.78963603	3941588	3971603	1	geo	0	0
AGAP007998	3R	-7.080331391	-0.359548177	0.0504168	0.004186384	0.002615303	0.020730409	0.018516042	0.01894411	0.020541499	0.000323213	0.004417345	408	3R	3R	89	393	482	0.067952383	0.01141392	0.002089423	0.004505981	0.042129243	-0.002589793	0.009798168	0.176820959	0.001863101	0.034887043	-43.93536613	-77.33152932	3976429	3980514	1	geo	0	0
AGAP007999	3R	2.366786789	4.65431804	0.044693721	0.009316529	0.003624218	0.014527256	0.014074065	0.011634116	0.01329842	0.002084058	0.010613722	1220	3R	3R	468	980	1448	0.05991479	0.015390008	0.001807439	0.003974546	0.057890916	0.007458156	0.023330595	0.112060932	0.003880517	0.031745322	-62.10676558	-17.41592637	3980964	3986024	1	geo	0	0
AGAP008000	3R	-7.767651222	-0.229238849	0.07184645	0.0039137	0.017587855	0.024596214	0.03339964	0.026409997	0.01768276	0.00926825	0.006782548	259	3R	3R	132	172	304	0.087114999	0.001762221	0.010620616	0.00747969	0.022197117	0.007919	0.026206148	0.263222645	0.003371144	0.047765953	-2.870994698	49.40009245	3987865	3988964	1	geo	0	0
AGAP008001	3R	-3.003896734	-0.488143737	0.046187301	0.005381238	0.006063208	0.016717057	0.019138511	0.016231064	0.02157396	0.004379167	0.006433649	172	3R	3R	21	179	200	0.047545693	0.009316357	0.008316684	0.004853455	0.037353092	0.00094068	0.011667769	0.170969929	0.000333545	0.032366356	4.108818328	53.53054288	3991162	3993222	1	geo	0	0
AGAP008002	3R	3.243711856	1.623535158	0.056298315	0.004010604	0.004762251	0.017569653	0.013898372	0.015046426	0.030765162	0.001779869	0.003514101	233	3R	3R	49	229	278	0.111518089	0.005492388	0.004058197	0.006935714	0.044068047	0.004137047	0.010938184	0.151115807	0.004826355	0.038121092	-51.58319975	7.342742099	3993602	3994789	1	geo	0	0
AGAP008003	3R	-8.911224914	0.012467685	0.040055786	0.004295638	0.002363213	0.018131328	0.01805911	0.016468355	0.013962532	0.001614547	0.006249785	895	3R	3R	142	916	1058	0.059519375	0.012589603	0.002806633	0.003363043	0.025456088	0.004405353	0.013281816	0.128960729	0.005059602	0.028382471	-47.02434566	-70.06958838	3995362	4003164	1	geo	0	0
AGAP008005	3R	0.684984243	1.212999888	0.053442623	0.006700312	0.002845509	0.028133621	0.033335717	0.027310978	0.02107093	0.002607288	0.01155337	234	3R	3R	86	185	271	0.062836426	0.042081463	0.008022046	0.002619025	0.020992081	0.002814919	0.024622081	0.169845101	0.000852132	0.037187253	-8.322076951	35.39289986	4006718	4007982	1	geo	0	0
AGAP008006	3R	-4.277404612	-2.244954969	0.080268327	0.007791569	0.006354719	0.026276795	0.02340409	0.023495596	0.058978309	0.003054937	0.007035871	379	3R	3R	203	249	452	0.204641849	0.008433713	0.002178903	0.003643837	0.033933558	0.009604666	0.006798131	0.195154106	0.001062152	0.051716768	-46.38857196	-74.57254052	4009436	4011846	1	geo	0	0
AGAP008007	3R	-5.252674239	1.049741178	0.046954466	0.006585676	0.003788611	0.018016765	0.018167824	0.016541091	0.015194939	6.49E-06	0.007859456	377	3R	3R	17	407	424	0.052489189	0.017016522	0.002436146	0.00343253	0.038647293	0.000767057	0.009242889	0.169774701	0.0024819	0.032920914	-34.76057246	53.28785432	4013398	4019836	1	geo	0	0
AGAP008008	3R	-4.060154627	-1.373369454	0.048624352	0.003713607	0.0035758	0.025380214	0.031008947	0.026862687	0.037539678	0.002657353	0.003245165	42	3R	3R	10	38	48	0.069561968	0.015111306	0.000337299	0.00393396	0.018766004	-0.00401298	0.02253025	0.174678462	0.003356856	0.033807014	-2.146033935	49.11154712	4021110	4021707	1	geo	0	0
AGAP008009	3R	-8.270227879	0.10201742	0.052776126	0.004803619	0.008228708	0.025514128	0.02023622	0.022310584	0.014623938	0.002451266	0.004626164	423	3R	3R	75	439	514	0.067728533	0.005597388	0.005693244	0.004140714	0.030518662	0.00225222	0.006892128	0.201471516	0.002948337	0.036360305	-51.59505574	-78.38205346	4024760	4105613	1	geo	0	0
AGAP008010	3R	-1.740903221	4.982858894	0.037199014	0.00541404	0.005186896	0.012845399	0.011388922	0.011229441	0.019427576	0.005131748	0.004578587	445	3R	3R	288	251	539	0.06589477	0.007650338	0.002040616	0.005806471	0.011226466	0.00588801	0.007411222	0.124938507	0.003854385	0.026078976	-12.40969457	-49.54017163	4170909	4172252	1	geo	0	0
AGAP008011	3R	1.495756106	2.151029038	0.027922931	0.002663742	0.003385789	0.008367521	0.005366109	0.006806978	0.005255003	-0.000909265	0.001679739	129	3R	3R	117	48	165	0.022076068	0.003254132	0.000903763	0.002247822	0.040050162	0.003442789	0.001767375	0.104829044	0.004651806	0.020358107	-41.93198954	-1.12334032	4172817	4173485	1	geo	0	0
AGAP008012	3R	-3.144497952	2.372195253	0.045534016	0.003030715	0.006029991	0.017848924	0.016247727	0.016245091	0.01282296	0.004875131	0.004188498	224	3R	3R	179	106	285	0.072873139	0.00472433	0.000992476	0.006478353	0.029599651	0.001700696	0.018299989	0.151910186	0.000745444	0.031924918	-22.44707601	24.90231506	4173267	4174199	1	geo	0	0
AGAP008013	3R	-6.636235829	3.781643644	0.058652787	0.00647627	0.00975147	0.018781932	0.014601468	0.015511943	0.027658433	0.013240025	0.007504975	751	3R	3R	452	453	905	0.068199878	0.024118479	0.010122873	0.010781547	0.039899236	0.00459375	0.021376729	0.174356118	0.003967951	0.039712951	-60.52650118	-38.4388929	4174998	4178345	1	geo	0	0
AGAP008014	3R	-8.079752161	-0.068584127	0.061759543	0.005643793	0.008861365	0.029313171	0.019746671	0.023605474	0.02749234	0.008313973	0.009637641	202	3R	3R	89	150	239	0.062275389	0.020330848	0.003492377	0.010283878	0.036391666	0.001222234	0.025927914	0.213522804	0.002466009	0.041768124	-51.07431192	-78.51675507	4178929	4184078	1	geo	0	0
AGAP008015	3R	1.720577135	2.022180451	0.040709171	0.008341418	0.005293306	0.01958736	0.016724226	0.016628529	0.017140736	0.002299676	0.007080611	511	3R	3R	205	404	609	0.080104236	0.008538337	0.002137882	0.003927133	0.031557964	0.001632782	0.016044671	0.108905125	0.003394161	0.028471366	15.13628881	-68.6969927	4186797	4189039	1	geo	0	0
AGAP008016	3R	-5.910231549	5.069355346	0.051906009	0.011656083	0.007970622	0.026693375	0.016556375	0.020931709	0.01619443	0.003695488	0.009006041	609	3R	3R	200	526	726	0.084782374	0.009219274	0.00304449	0.00571669	0.052634876	0.00587373	0.013602686	0.145858485	0.003388909	0.036013501	-48.95209514	-73.15724915	4190349	4192896	1	geo	0	0
AGAP008017	3R	-9.066987739	0.606122062	0.05097286	0.005016496	0.004263198	0.02453169	0.020862628	0.0217093	0.021665143	0.00241838	0.005971511	2969	3R	3R	1404	2130	3534	0.090175042	0.010620588	0.003224835	0.003631628	0.036864599	0.00481724	0.011420968	0.152896467	0.004724847	0.035375135	-53.68143471	-86.11252844	4248607	4274569	1	geo	0	0
AGAP008018	3R	4.573718231	-3.515598848	0.088273575	0.011439595	0.008496366	0.034700461	0.022916341	0.026772024	0.057017886	0.004884726	0.015334962	482	3R	3R	195	372	567	0.214922532	0.014100753	0.005439087	0.007621573	0.026458369	0.001294449	0.03419671	0.194292659	0.004925553	0.055916854	62.06825571	-57.46131864	4318878	4320925	1	geo	0	0
AGAP008019	3R	-4.002409184	5.988888412	0.060623724	0.006659901	0.005610237	0.018904801	0.020482287	0.016560609	0.029550377	0.004244405	0.012010925	550	3R	3R	293	368	661	0.099628123	0.021792958	0.006361855	0.006799117	0.047395837	0.003250034	0.041586705	0.140924784	0.005934001	0.041519268	36.04209186	-56.11811543	4321507	4323866	1	geo	0	0
AGAP008020	3R	2.8517743	-1.208683369	0.197184238	0.014075967	0.027479132	0.046192364	0.098164644	0.059033229	0.269283169	0.010431192	0.015527727	29	3R	3R	8	23	31	0.419080614	0.080684605	0.025715356	0.035788527	0.036074861	0.018673064	0.175258439	0.141306548	0.028550829	0.106792538	47.0894456	-32.2858333	4324183	4326568	1	geo	0	0
AGAP008022	3R	4.645937272	-3.609634596	0.10356442	0.019009184	0.008573526	0.032020273	0.031409481	0.023455798	0.053738593	0.008909238	0.034374495	713	3R	3R	491	372	863	0.235180437	0.046806044	0.00386498	0.009268391	0.043198275	0.005815023	0.071846965	0.16973406	0.004540112	0.06558381	62.41276198	-57.74680513	4326802	4328809	1	geo	0	0
AGAP008023	3R	-4.180462404	1.197284738	0.055991788	0.00260735	0.005428525	0.02312757	0.025780704	0.023194063	0.037668173	0.003547581	0.003776804	572	3R	3R	304	391	695	0.109836106	0.00445277	0.005611715	0.005082023	0.018848906	0.007951921	0.013397744	0.180544719	0.00046321	0.038465457	-56.12820981	38.83152862	4384025	4390541	1	geo	0	0
AGAP008025	3R	-7.9126099	0.363418548	0.052042441	0.011239007	0.007385168	0.020035415	0.017301119	0.01636662	0.011996266	0.001661448	0.011141096	596	3R	3R	270	470	740	0.052614587	0.016764967	0.008778163	0.002888431	0.049126093	0.000545655	0.015856832	0.172251731	0.006502977	0.036147715	-57.71292869	-73.76594851	4416928	4478260	1	geo	0	0
AGAP008026	3R	-3.700055876	6.578613958	0.053657409	0.006324872	0.008581097	0.021537942	0.018984404	0.018817038	0.024980535	0.001380422	0.007596656	1815	3R	3R	898	1281	2179	0.103652875	0.014160868	0.003129626	0.006786306	0.031777865	0.008774125	0.012065429	0.146629681	0.003669593	0.036738486	-43.77144871	-44.79807414	4499175	4507999	1	geo	0	0
AGAP008027	3R	-7.352772266	0.027230613	0.075435813	0.002234193	0.001640064	0.043784012	0.042379453	0.044681224	0.016385556	0.003862683	0.0005845	120	3R	3R	15	118	133	0.047774515	0.006148506	0.003177892	0.005404984	0.00518718	-0.003779202	0.007820917	0.339740955	0.00606972	0.046393941	-56.25060331	-72.72865236	4511376	4516680	1	geo	0	0
AGAP008028	3R	3.053507152	1.720450757	0.066388584	0.016211364	0.007766147	0.019004807	0.001914325	0.010084447	0.063080372	0.002423109	0.010997191	280	3R	3R	87	227	314	0.233554359	0.003338825	0.002614864	0.00422912	0.067073672	-4.41E-05	0.00611801	0.022143405	0.00703337	0.038451286	-56.36125576	-7.050242921	4524591	4537135	1	geo	0	0
AGAP008029	3R	-0.351034014	0.183904816	0.001698508	0.000106681	0.001466051	0.000321436	-0.00056969	-0.000561325	0.000249381	-0.001036093	0.000689988	17	3R	3R	9	8	17	-0.004153901	0.001383641	0.002342829	-0.0001898	-0.004456436	0.004351225	0.016846341	0.000490589	-0.001271074	0.001704824	7.953417704	15.38622359	4551713	4551785	1	geo	0	0
AGAP008030	3R	-0.310419401	0.29649155	0.003347922	0.001307726	-0.001385444	0.000189175	0.000858639	-7.70E-05	0.003900954	0.000653147	0.001493527	16	3R	3R	10	7	17	-0.003895154	0.017278003	-0.002778376	0.001146853	0.007324464	0.011009058	-0.005192821	-0.005444971	0.000437023	0.002209342	-4.137437567	4.724491639	4555079	4555151	1	geo	0	0
AGAP008033	3R	-7.964111061	-0.109425252	0.053912649	0.003820393	0.010156141	0.024160022	0.031332354	0.026016436	0.009752363	0.005544015	0.005488287	321	3R	3R	150	244	394	0.044000162	0.003379328	0.004612892	0.004214499	0.050934714	0.009000911	0.009446321	0.20570509	0.006558687	0.037539178	-51.43858155	-77.01863376	4761802	4763268	1	geo	0	0
AGAP008034	3R	-7.866487775	-0.067326266	0.046274027	0.007818869	0.003406109	0.025105607	0.018121671	0.01990426	0.009522448	0.001837427	0.011935541	387	3R	3R	185	288	473	0.031071911	0.015431379	0.001384626	0.005987231	0.040537152	-0.002191635	0.024738494	0.166668523	0.006818698	0.03227182	-47.31666206	-80.75623374	4766153	4768494	1	geo	0	0
AGAP008035	3R	-4.263494921	7.229920898	0.042545653	0.003547103	0.004418765	0.012785298	0.018177264	0.013218081	0.013370285	0.003042119	0.00598203	1203	3R	3R	611	829	1440	0.046632602	0.012393079	0.002648393	0.004886325	0.062668427	0.013666733	0.009293207	0.116743375	0.003984455	0.030324066	-31.25730223	-61.39790492	4769799	4788402	1	geo	0	0
AGAP008037	3R	-2.461876964	5.635661082	0.051685998	0.00541383	0.003594974	0.022087128	0.022181314	0.020316955	0.023540368	7.46E-05	0.007237078	487	3R	3R	228	360	588	0.071866555	0.007155514	0.004458239	0.001253217	0.048677351	0.009552406	0.015793501	0.157705525	0.011215666	0.036408664	-43.63623907	-40.00702453	4788774	4791268	1	geo	0	0
AGAP008039	3R	2.873272056	4.48033747	0.048757297	0.004359077	0.006828307	0.022118431	0.026896656	0.022125785	0.018313266	0.002681723	0.006406116	208	3R	3R	57	188	245	0.066701698	0.008429393	0.00786024	0.002313717	0.0457378	0.023428148	0.010697225	0.149020008	0.003139529	0.03525864	-73.27093855	24.7091546	4791620	4799324	1	geo	0	0
AGAP008040	3R	3.978270204	3.555730586	0.040886846	0.001609788	0.008803073	0.023382368	0.018544672	0.020994914	0.018140991	0.005158265	0.001963196	168	3R	3R	119	82	201	0.049901656	0.00432859	0.006920629	0.003922962	0.054694288	0.011745674	0.012956095	0.118995365	0.001591453	0.029450746	-77.05270692	10.72593629	4798709	4800283	1	geo	0	0
AGAP008041	3R	-1.927786611	-0.215771127	0.046497365	0.002520579	0.006585894	0.023169325	0.025394636	0.023020408	0.009936074	0.000584147	0.003344549	189	3R	3R	34	175	209	0.035268392	0.009217611	0.002966614	0.00271048	0.046528737	0.005061361	0.011173078	0.184173744	0.001199092	0.033144346	-5.806222583	20.97811454	4800830	4803086	1	geo	0	0
AGAP008042	3R	-8.424812187	0.18738669	0.052659705	0.005385052	0.00594215	0.019255282	0.02294908	0.019373478	0.014928037	0.001138004	0.005142691	586	3R	3R	413	317	730	0.073713346	0.010568108	0.001820917	0.003770684	0.040215963	0.007895683	0.010989942	0.182371205	0.001432605	0.036975384	-52.3094376	-80.65384491	4802921	4804671	1	geo	0	0
AGAP008043	3R	-5.358167215	2.908550895	0.053245494	0.008461934	0.008449278	0.020121817	0.023782716	0.019423291	0.017513516	0.002139268	0.009395654	218	3R	3R	118	144	262	0.076511517	0.01269377	0.002725323	0.004067238	0.051865401	0.002141628	0.01022165	0.166263142	0.005024271	0.036834882	-75.41080467	73.31992544	4804673	4805576	1	geo	0	0
AGAP008044	3R	-8.200693865	-0.255863414	0.04981487	0.003994988	0.003627425	0.026741993	0.022053795	0.024059593	0.015783543	0.0006774	0.003507479	712	3R	3R	385	489	874	0.052730321	0.004669056	0.003938576	0.002843148	0.051845855	0.003181299	0.0092785	0.186529066	0.001082164	0.035121998	-57.77387929	-87.56720434	4806082	4808982	1	geo	0	0
AGAP008045	3R	1.648322818	3.943735573	0.041194867	0.002777192	0.001936273	0.000849688	0.021851875	0.005689717	0.008996802	0.00546431	0.010764476	85	3R	3R	7	92	99	0.038644932	0.02613762	0.001043219	0.002650387	0.100327552	0.019934358	0.009392955	0.060580351	0.002235905	0.028994142	-27.82615904	-1.583635411	4808998	4809724	1	geo	0	0
AGAP008046	3R	-8.262070538	0.204624831	0.085050456	0.006253614	0.0088179	0.052900873	0.038668364	0.045781683	0.024653062	0.003358207	0.007318231	275	3R	3R	69	238	307	0.107261681	0.004075296	0.008934344	0.004554396	0.031659989	0.015264606	0.01310619	0.300290795	0.010740513	0.055098645	-54.25442783	-79.3928624	4839343	4845414	1	geo	0	0
AGAP008047	3R	-6.425576653	6.324503476	0.05551228	0.00651618	0.007100672	0.022675266	0.021327129	0.020460305	0.025692177	0.002035337	0.006733116	1842	3R	3R	636	1552	2188	0.082890611	0.012755983	0.007434224	0.005486424	0.053472067	0.012153985	0.010070483	0.155271999	0.006144555	0.038408926	-74.96915033	87.09514795	4850248	4856766	1	geo	0	0
AGAP008048	3R	-4.609947803	4.919370238	0.05780533	0.007309719	0.002659975	0.02765783	0.020925816	0.022694083	0.030310417	0.001767035	0.009839172	500	3R	3R	183	418	601	0.101994427	0.014841077	0.003291126	0.002777325	0.044702739	0.003497879	0.017305713	0.165816289	0.004616919	0.039871499	18.91284829	60.74709419	4857721	4860656	1	geo	0	0
AGAP008049	3R	2.630954487	-1.606754125	0.048593947	0.005537	0.004118997	0.022244932	0.026072034	0.021171511	0.020440322	0.003347039	0.010164393	375	3R	3R	188	260	448	0.064750463	0.011556337	0.007276265	0.005117666	0.049593523	0.00820964	0.007394259	0.143042247	0.00686944	0.033756649	25.93329477	-54.87970915	4861286	4862564	1	geo	0	0
AGAP008050	3R	-8.226490097	-0.073211971	0.05909202	0.004909777	0.006651559	0.031264959	0.03099577	0.028706885	0.01428208	0.000848276	0.01151701	440	3R	3R	230	295	525	0.035325423	0.012906644	0.005550799	0.003084342	0.05100533	0.021589149	0.017000433	0.228324593	0.001143741	0.04177005	-49.97324344	-78.48412586	4862696	4864782	1	geo	0	0
AGAP008051	3R	0.19358505	-0.862309326	0.055634342	0.001327732	0.009751956	0.024320696	0.030688402	0.02622911	0.010044721	0.003758601	0.001729123	101	3R	3R	29	97	126	0.042724596	0.01050862	0.009214308	0.004776051	0.018928758	-0.00183543	0.003016578	0.24688482	0.000405406	0.037180412	33.05287589	-25.0283621	4866376	4867629	1	geo	0	0
AGAP008052	3R	-5.274768062	0.001787608	0.08024522	0.003869516	0.005907824	0.038591723	0.046165105	0.042507663	0.008643839	0.004200966	0.003784247	95	3R	3R	28	79	107	0.023627208	0.003994445	0.004011423	0.004970001	0.043022517	0.002322737	0.007262828	0.353525617	0.003284552	0.049557925	-32.90979868	52.68634082	4868639	4869304	1	geo	0	0
AGAP008053	3R	2.005783589	5.448230622	0.048044499	0.002749948	0.005872044	0.018911527	0.016795286	0.016578844	0.012927271	0.001939883	0.005169336	356	3R	3R	124	312	436	0.054726728	0.005681002	0.005306063	0.00450595	0.075447576	0.013596501	0.022478494	0.123539061	0.00350283	0.034309356	-90.37737996	-8.602709636	4869630	4871915	1	geo	0	0
AGAP008054	3R	-4.165522118	-2.073139881	0.128781928	0.018426824	0.011410413	0.057910428	0.055377009	0.055436451	0.024671597	0.00503035	0.022600739	87	3R	3R	15	87	102	0.20645461	0.029728406	0.005361244	0.009349185	0.021665548	-0.002902177	0.004399742	0.392075142	0.002730407	0.074318012	-46.23815296	-74.37012836	4879536	4881834	1	geo	0	0
AGAP008055	3R	-7.015221975	-0.082878312	0.056569643	0.003137393	0.002005037	0.036788734	0.044602305	0.039051822	0.026626558	0.004502039	0.003866683	199	3R	3R	125	102	227	0.050248498	0.01762543	0.000992116	0.00268376	0.027460398	0.011833206	0.024626342	0.218712022	0.003897769	0.039786616	-2.203413268	52.4238505	4883556	4884159	1	geo	0	0
AGAP008056	3R	-0.890354917	-0.248871978	0.029853488	0.001548941	0.001128857	0.011082513	0.014398196	0.011723151	0.015557469	0.00205928	0.005331605	53	3R	3R	33	30	63	0.05304968	0.00541035	0.001839351	0.002166277	0.003638928	-0.002776753	0.027023604	0.104590226	0.00076972	0.021745709	18.93079787	19.22509396	4886075	4887788	1	geo	0	0
AGAP008058	3R	-7.631055056	-0.08208462	0.057293419	0.005530414	0.004111543	0.027698283	0.034744545	0.029231415	0.009956461	0.004947983	0.007144927	304	3R	3R	180	176	356	0.035026885	0.015545132	0.003678966	0.003538522	0.018974235	0.000366175	0.012413867	0.256219984	0.001626984	0.038598972	-54.11913005	-73.95206604	4897182	4916067	1	geo	0	0
AGAP008059	3R	-0.322207398	0.653586618	0.024471482	0.009188191	0.002973668	-0.001448709	0.010509284	0.000676197	0.002692673	0.001468492	0.008674936	73	3R	3R	28	61	89	0.056733233	0.011895678	0.007647568	0.001757829	0.01083745	-0.003635065	-0.003259393	0.065238032	0.002489942	0.016633919	8.848730849	22.51542859	4927310	4932869	1	geo	0	0
AGAP008060	3R	-1.847049485	-3.364858083	0.04842819	0.003746732	0.006390869	0.015207063	0.024260542	0.017607233	0.015300961	0.004361203	0.003898581	381	3R	3R	122	335	457	0.053002155	0.006181781	0.003594925	0.003370907	0.03746662	0.008179959	0.013740593	0.17154837	0.009711345	0.034088517	82.32968914	19.93463553	4934320	4937305	1	geo	0	0
AGAP008061	3R	-7.24693655	0.200991184	0.053802572	0.003788772	0.005575169	0.019258255	0.029619095	0.021648416	0.015754333	0.005168442	0.006738235	421	3R	3R	126	375	501	0.056505114	0.017758257	0.007478058	0.00242407	0.025591329	0.018837456	0.01658594	0.194312759	0.004339094	0.038203564	-50.40769845	-83.74062708	4938138	4940055	1	geo	0	0
AGAP008062	3R	0.463862923	0.536041201	0.033708321	-0.000720314	0.012416535	0.002502886	0.003095059	0.002823489	0.018382627	0.003456133	-0.000370376	82	3R	3R	31	64	95	0.024058145	0.009720177	0.008996502	0.001109806	0.042529508	0.021632603	-0.000179312	0.105390697	0.008845779	0.024678212	-30.24931575	12.99710881	4952197	4972408	1	geo	0	0
AGAP008063	3R	-1.906151781	1.065213892	0.068667059	0.002647582	0.002758955	0.016290067	0.02093742	0.017390228	0.026277266	-0.0003789	0.002255415	209	3R	3R	81	167	248	0.113698694	0.00390011	0.003962033	0.002141304	0.072059348	0.006211939	0.014571018	0.204327127	0.002035361	0.046989659	60.36197782	58.02276093	4973470	4974199	1	geo	0	0
AGAP008064	3R	-2.103159723	-1.688035878	0.053611077	0.010555744	0.00992727	0.018231029	0.020748323	0.017070302	0.021716234	0.008515863	0.008520722	205	3R	3R	75	166	241	0.110200422	0.011056755	0.01017479	0.004504614	0.025577885	0.025324635	0.003136341	0.145807413	0.001035488	0.037424261	-16.58768651	26.82494463	4974521	4975474	1	geo	0	0
AGAP008065	3R	-8.561419649	0.31946422	0.074289764	0.004736465	0.00929277	0.029360548	0.034000114	0.030064999	0.039287486	0.003165219	0.005580814	741	3R	3R	489	406	895	0.130473081	0.008153326	0.007176507	0.007787997	0.04130842	0.013052285	0.011234309	0.224007413	0.002385894	0.049508803	-56.39754443	-81.01153552	4978301	4981353	1	geo	0	0
AGAP008067	3R	-8.052275932	-0.013355983	0.063635028	0.002667777	0.006025482	0.033578244	0.046236048	0.037311331	0.013236503	0.002539449	0.004590109	238	3R	3R	155	140	295	0.074028393	0.007113045	0.005458157	0.004688782	0.020432761	0.013060129	0.007704016	0.254141388	0.001073907	0.043077842	-53.18978509	-76.86865748	5010619	5011296	1	geo	0	0
AGAP008069	3R	0.172485922	-0.213199451	0.100859363	0.01554141	0.008322843	0.009039102	1.75E-05	0.004256444	0.11246744	0.001600588	0.010543547	11	3R	3R	9	1	10	0.397155702	0.001269566	0.002654863	0.008252673	-0.0002958	-0.004205488	-0.001388632	-0.001659982	0.00326109	0.045004888	31.59550378	-24.52689802	5039303	5039376	1	geo	0	0
AGAP008071	3R	-2.834485676	-2.176504898	0.054801446	0.00517617	0.007597431	0.025080091	0.019101736	0.02165697	0.031101061	0.002950073	0.005605273	313	3R	3R	209	143	352	0.110516481	0.002916539	0.00387065	0.003505272	0.029809249	0.000841101	0.009293926	0.174540046	0.001989712	0.037475886	42.43255899	-8.123427447	5066281	5067342	1	geo	0	0
AGAP008072	3R	-8.491688334	0.255205107	0.066171816	0.003363281	0.004029195	0.027268504	0.026039707	0.025830695	0.028343065	0.000627731	0.004374196	740	3R	3R	175	676	851	0.109148138	0.005465469	0.00339397	0.003567818	0.04663788	0.008038824	0.012804485	0.213263168	0.00369523	0.045112776	-55.86694953	-81.23408126	5067619	5085292	1	geo	0	0
AGAP008073	3R	0.409551355	1.05945415	0.052371782	0.001504376	0.000262054	0.002900047	0.007806208	0.002490565	0.023851729	-0.000850541	0.008022957	97	3R	3R	38	78	116	0.035489551	0.013267205	0.003038533	4.05E-06	0.216115825	-0.005420355	0.001719175	0.01690657	0.002289132	0.031489965	-3.657704138	19.1344911	5085892	5086579	1	geo	0	0
AGAP008074	3R	-2.58460105	2.78476514	0.061443263	0.007413455	0.00416862	0.036952588	0.038725387	0.035755414	0.034075081	0.002990657	0.006169234	470	3R	3R	227	342	569	0.123584212	0.012487344	0.003602664	0.007921265	0.052382147	0.001975823	0.008601965	0.146778791	0.009047724	0.040709104	-47.68129864	-32.57527492	5086684	5088586	1	geo	0	0
AGAP008075	3R	-3.442772653	-0.976192002	0.090232041	0.003798726	0.007917185	0.054610744	0.043883164	0.051838507	0.005955873	0.003319309	0.003449723	76	3R	3R	1	80	81	0.004826647	0.007591132	0.003135912	0.009008234	0.032601816	0.00264163	0.007387118	0.399843118	0.003350557	0.052265129	-8.363295729	54.68900269	5095629	5101271	1	geo	0	0
AGAP008077	3R	-8.657043432	0.296235777	0.062417376	0.005220278	0.009187713	0.025662367	0.031129379	0.025535577	0.024485376	0.004006854	0.009308313	1687	3R	3R	752	1269	2021	0.090889033	0.012839671	0.008132697	0.005682199	0.060825289	0.010997945	0.017109159	0.175036099	0.0051694	0.04296461	-47.66725608	-76.71397458	5106746	5120492	1	geo	0	0
AGAP008078	3R	-4.325846036	1.694637741	0.051799096	-0.000242233	0.01149881	0.033480585	0.044403682	0.040170267	0.004671345	0.001626602	0.001427846	55	3R	3R	9	50	59	0.003847256	0.003851534	0.005516415	0.004286536	0.017495473	0.001731321	0.000470213	0.27256682	-0.00080015	0.034329491	-67.39275658	79.75378119	5197863	5199325	1	geo	0	0
AGAP008080	3R	-8.791310946	0.26608639	0.053060329	0.0049183	0.007513635	0.027871275	0.022528432	0.024497189	0.010838946	0.002405653	0.00626827	1388	3R	3R	702	924	1626	0.041685676	0.0044555	0.006717604	0.005634052	0.077086232	0.004703608	0.004892245	0.178816529	0.005662982	0.03662827	-55.53052434	-83.55491773	5223883	5229958	1	geo	0	0
