gene_name	chro2	tsne1	tsne2	tsne1_S	tsne2_S
AGAP006795	2La	3.783311417	-7.818308857	-5.752903905	-5.059897942
AGAP006796	2La	-0.777271797	-1.090044177	0.913005752	1.040630506
AGAP006797	2La	1.120385047	-9.94046428	-5.420359612	-6.991602804
AGAP006798	2La	3.595219318	-5.849615802	-3.126498197	-5.308386595
AGAP006799	2La	5.19103251	-5.875068639	2.271274585	0.258819407
AGAP006800	2La	2.061194316	-7.131194958	-5.14301581	-5.697203739
AGAP006801	2La	-0.34203642	0.263213502	0.241205239	-0.018023516
AGAP006802	2La	5.774494209	-7.235834107	-8.652602205	-5.003317489
AGAP006803	2La	2.172410363	-9.629917341	-5.479702875	-7.001577025
AGAP006805	2La	1.889009072	-10.26259475	-5.214726673	-8.086031761
AGAP006806	2La	2.578881476	-8.275644754	-3.827802085	-7.494066521
AGAP006807	2La	5.71042757	-6.934222882	-8.469470643	-4.645916692
AGAP006808	2La	4.292898599	-7.547550248	-7.285714874	-5.617755332
AGAP006809	2La	-0.962452927	-1.558541049	-3.964433391	-0.703295516
AGAP006810	2La	1.277185369	-9.616380572	-4.808850212	-7.46555446
AGAP006811	2La	6.201505385	-8.360312156	-9.189359377	-5.743289043
AGAP006814	2La	5.718339672	-7.378943267	-8.547876695	-4.925317626
AGAP006815	2La	5.191521421	-7.267289039	-7.967477539	-5.134831202
AGAP006818	2La	3.630369681	-6.438245932	-7.569583104	-3.640809818
AGAP006819	2La	1.932292381	-8.926072723	-4.115129604	-7.526986449
AGAP006820	2La	2.022720355	-10.11083558	-5.105329007	-8.303439178
AGAP006821	2La	5.557569654	-7.23544469	-8.506026667	-5.006598615
AGAP006822	2La	2.498959851	-9.435679496	-4.897919788	-7.831816506
AGAP006823	2La	5.850971492	-8.05881731	-8.646209362	-5.839546833
AGAP006824	2La	3.262398221	-5.002978122	-4.057777001	-5.727748298
AGAP006825	2La	3.66901098	-9.972884412	-7.014449225	-7.763620704
AGAP006826	2La	5.299186496	-8.850378797	-8.672573026	-6.448357374
AGAP006827	2La	1.483892623	-3.061304916	-5.030005392	4.652402192
AGAP006828	2La	2.396069121	1.237291602	2.675032722	1.410951884
AGAP006829	2La	-0.607433842	-1.154682772	-0.678987721	-1.100686562
AGAP006830	2La	3.972309613	-5.01692111	-3.661382061	-3.592712551
AGAP006831	2La	4.154834466	-7.63295174	-6.946799824	-5.080508016
AGAP006832	2La	3.483894607	-6.913649578	-7.149751489	-5.57419819
AGAP006833	2La	5.557894737	-7.299376946	-8.194908119	-5.100344657
AGAP006834	2La	2.266050713	-9.51448766	-5.555060248	-7.335046961
AGAP006835	2La	1.461865373	-9.166977199	-4.606504162	-7.512087773
AGAP006837	2La	0.712112422	-8.149994984	-4.976389983	-6.418173945
AGAP006838	2La	0.276171454	-0.56916396	-0.717427391	-0.679844761
AGAP006839	2La	6.129354239	-7.537171558	-8.643468946	-4.986964125
AGAP006840	2La	-0.320208015	0.220439933	0.206909897	-0.030830409
AGAP006843	2La	-0.149448171	0.217455126	0.308858293	0.07151206
AGAP006847	2La	-0.317020612	0.20705819	0.205111576	-0.012735895
AGAP006848	2La	4.266200908	-7.278605782	-7.0081046	-6.050880467
AGAP006856	2La	-0.565659467	-0.670509305	-0.571026999	-0.50388023
AGAP006859	2La	-0.276958	0.057932919	-0.003492025	-0.165278953
AGAP006863	2La	-0.287116515	0.202139944	0.182087191	-0.014435976
AGAP006864	2La	4.91115399	-7.339797862	-7.391353641	-5.179766979
AGAP006865	2La	2.298015856	-6.259001909	-5.265858368	-6.465038169
AGAP006866	2La	5.289400892	-6.679360142	-7.851802212	-4.266006952
AGAP006867	2La	2.457625376	-9.796627342	-5.302266888	-8.065222682
AGAP006868	2La	-3.060214538	3.326441586	7.810245284	4.569663077
AGAP006869	2La	4.389388337	-4.806601936	-7.006454842	-3.693724306
AGAP006870	2La	1.703427651	-8.897675163	-3.563080217	-7.274341253
AGAP006871	2La	1.748172112	-0.537203437	-1.105723061	-4.034075586
AGAP006872	2La	1.163185934	-10.01056163	-5.218416683	-7.754366681
AGAP006873	2La	3.477234342	-7.013422927	-6.464869531	-5.357027569
AGAP006874	2La	3.00231076	-9.74637478	-6.037213003	-7.865228993
AGAP006876	2La	2.611342551	-8.10465484	-4.207372651	-7.329015598
AGAP006877	2La	1.834904073	-9.460562379	-5.073985228	-7.622830774
AGAP006878	2La	2.577297557	-8.149021955	-3.677825863	-6.934802459
AGAP006879	2La	1.647471564	0.460929063	1.315956042	0.18418986
AGAP006880	2La	3.390907392	-5.348716145	-3.36789088	-5.610153129
AGAP006883	2La	5.45291132	-8.355450093	-8.594143266	-6.0568651
AGAP006884	2La	5.923543829	-8.593292206	-9.058183789	-6.212117076
AGAP006885	2La	6.118434372	-8.45317451	-9.072966918	-6.092394696
AGAP006887	2La	-1.013781301	-0.852565187	-4.26660455	-0.214731886
AGAP006888	2La	3.891428957	-8.150126389	-7.237607806	-6.32347788
AGAP006889	2La	4.139022464	-8.671389984	-7.535298613	-6.439095416
AGAP006890	2La	-0.533645272	-1.530920449	-0.416881945	-2.543245214
AGAP006891	2La	4.794328319	-7.486566001	-7.788307391	-5.748275657
AGAP006892	2La	5.798302657	-8.555758052	-8.952318598	-6.16365481
AGAP006893	2La	1.793038176	-9.724190451	-4.940266845	-7.900665473
AGAP006894	2La	0.703172704	-8.589145491	-5.047061745	-6.028545712
AGAP006895	2La	-0.291230601	0.363269813	0.178509786	-0.074340329
AGAP006896	2La	5.928119305	-7.094491632	-8.46404592	-4.897589422
AGAP006897	2La	3.992778314	-9.084813125	-6.638492667	-7.536969883
AGAP006898	2La	5.165801321	-8.364958652	-8.609858118	-6.026423574
AGAP006899	2La	5.165126875	-7.040158709	-6.646663348	-4.938989376
AGAP006900	2La	5.906009749	-8.184994905	-8.778315444	-5.913930082
AGAP006901	2La	4.058090099	-8.522962423	-6.565058979	-5.908511552
AGAP006902	2La	0.729067171	-0.474355381	0.071324525	-1.383221259
AGAP006903	2La	2.075131341	-8.640181407	-4.20351074	-7.60418844
AGAP006904	2La	1.930723594	-9.785064915	-5.420945719	-7.426240063
AGAP006905	2La	4.622603552	-7.02076994	-7.323231734	-5.589496313
AGAP006906	2La	3.631176845	-9.070227911	-6.622541979	-7.410317656
AGAP006907	2La	1.50899466	-9.721598179	-5.277626263	-7.472284137
AGAP006908	2La	1.907016769	-8.712513045	-4.246390079	-7.116403714
AGAP006909	2La	3.034378309	-9.42625705	-6.096974943	-7.54830607
AGAP006910	2La	3.393052654	-7.374247369	-7.113552044	-5.797037867
AGAP006911	2La	3.418001668	-9.156208525	-7.513173076	-6.696982155
AGAP006913	2La	5.569523358	-8.157782393	-8.539705299	-5.516676214
AGAP006914	2La	8.68185642	0.472236037	-4.08712351	-8.025986477
AGAP006915	2La	3.16752794	-8.263193927	-4.103686726	-7.383049384
AGAP006916	2La	-2.160078478	-1.320281965	-1.004995732	0.331173406
AGAP006917	2La	6.227510044	-7.776242721	-8.908021447	-5.388900716
AGAP006918	2La	2.72860603	-2.692564462	0.143852998	-2.164549515
AGAP006923	2La	2.243109135	-10.42504213	-5.397863108	-8.594942909
AGAP006924	2La	4.142356582	-4.656102775	-6.784948478	-4.230504323
AGAP006925	2La	2.70474977	-9.713804188	-5.421781457	-7.915388731
AGAP006926	2La	2.419009297	-7.790897432	-4.097789129	-6.766803679
AGAP006927	2La	5.974438462	-6.883905921	-8.367769325	-4.51026601
AGAP006930	2La	5.76823264	-7.783592184	-8.769288474	-5.379816662
AGAP006931	2La	0.435744386	-7.493358044	-4.633057719	-5.225168818
AGAP006932	2La	5.946879859	-8.675183136	-8.987003715	-6.35718767
AGAP006933	2La	1.273100029	-0.502925203	1.966194011	-0.123295152
AGAP006934	2La	4.619937829	-4.314681505	-7.010658183	-4.823658272
AGAP006935	2La	4.943605207	-8.037548252	-8.152946508	-5.658617202
AGAP006936	2La	-0.954026193	-2.502898821	-4.154146417	-1.155755753
AGAP006937	2La	4.079847012	-6.967216909	-7.061528122	-5.256227426
AGAP006938	2La	2.190304069	-10.40940673	-5.500867458	-8.604493478
AGAP006939	2La	3.751578515	-9.562151992	-6.698303601	-7.680976989
AGAP006940	2La	4.189189044	-4.655025086	-3.501094151	-4.433610024
AGAP006941	2La	5.943015694	-8.395490317	-9.081117816	-5.738369542
AGAP006942	2La	3.176254531	-9.069089206	-6.088915435	-6.978654292
AGAP006943	2La	6.043539286	-7.748558003	-8.943164973	-5.214688699
AGAP006944	2La	6.105881927	-6.776112968	-7.687175527	-4.857415562
AGAP006945	2La	6.382888347	-8.05667102	-9.258886209	-5.694632498
AGAP006946	2La	-0.226552084	-0.747555151	0.937509304	0.63074633
AGAP006947	2La	5.702824074	-7.172780722	-8.463194259	-5.32035241
AGAP006948	2La	-0.66548843	-0.963553677	-0.373337323	-1.402896863
AGAP006949	2La	6.12179834	-7.918844381	-9.008435882	-5.462400489
AGAP006950	2La	5.702921997	-7.987265966	-8.734837082	-5.662579297
AGAP006951	2La	6.202119804	-7.821543204	-8.85699096	-5.462343507
AGAP006952	2La	5.872581452	-8.067612174	-8.81288455	-5.348470141
AGAP006953	2La	1.356718296	-7.235483935	-6.023723847	-4.938141202
AGAP006954	2La	2.358952479	-10.30827191	-5.780758289	-7.910637505
AGAP006955	2La	0.248782481	0.929581503	0.426286046	0.789259773
AGAP006956	2La	5.658917002	-7.455094654	-8.165055155	-5.144372791
AGAP006959	2La	-0.304792618	0.158419221	0.134799247	-0.082153652
AGAP006960	2La	3.29955936	-8.075157756	-6.113322822	-7.996924787
AGAP006962	2La	5.312330295	-7.922417291	-8.507213256	-5.278282751
AGAP006963	2La	1.523805297	0.187181804	1.7846159	0.57202031
AGAP006964	2La	3.641706511	-5.820786404	-6.897319758	-3.274708358
AGAP006965	2La	5.66025861	-8.776513669	-9.063227303	-6.159046803
AGAP006966	2La	4.372059799	-8.375609052	-7.360541324	-6.415501125
AGAP006968	2La	5.771349523	-9.047298908	-9.290640267	-6.412188015
AGAP006969	2La	3.054219633	-7.898846139	-4.065985587	-6.394675925
AGAP006970	2La	5.185090514	-7.248138353	-8.343454381	-4.856495489
AGAP006971	2La	5.168653538	-6.909257139	-8.005645748	-4.437339859
AGAP006974	2La	3.385238008	-8.469666803	-5.823711901	-5.553419529
AGAP006975	2La	4.9235376	-6.371490834	-7.471818812	-4.222435485
AGAP006976	2La	4.747697834	-7.432945984	-7.316719292	-5.632650533
AGAP006977	2La	1.986115263	-8.995973475	-4.047053648	-7.521362261
AGAP006978	2La	3.670972759	-5.526540684	-6.869810079	-3.553960107
AGAP006980	2La	0.15442449	-7.702225318	-4.559282392	-5.490146946
AGAP006984	2La	-1.055939312	-1.269752866	-0.522504285	2.869673415
AGAP006986	2La	1.891692873	-7.838986286	-3.278789184	-6.836014309
AGAP006987	2La	-0.396255868	-5.091792293	1.167646464	0.941052076
AGAP006988	2La	2.82054747	-9.924866941	-5.809860585	-8.25807793
AGAP006989	2La	1.224023496	-8.504993764	-4.452253897	-5.94173528
AGAP006990	2La	3.836307099	-10.18855431	-7.064417428	-8.111200229
AGAP006991	2La	1.784173024	1.856682497	1.929385526	0.691463243
AGAP006992	2La	2.603838281	-8.769268471	-5.739434677	-6.203507087
AGAP006993	2La	1.854422316	-9.183269803	-4.364046321	-7.495675727
AGAP006994	2La	3.28369331	-9.564144413	-6.239903092	-7.975652751
AGAP006995	2La	4.313038569	-8.286956545	-7.723521717	-6.134181401
AGAP006996	2La	3.26868295	-0.150566773	-3.390598497	-6.912796428
AGAP006997	2La	2.617396329	-9.662659328	-6.069686333	-7.083129592
AGAP006998	2La	5.930125604	-8.514682919	-9.088033445	-5.889222624
AGAP006999	2La	-1.327308895	-5.70081355	-4.30963904	-4.464769341
AGAP007000	2La	1.436819845	-0.780852963	1.096533368	-0.161141773
AGAP007001	2La	2.587386441	-8.618526735	-4.120483904	-7.204486762
AGAP007002	2La	-3.616502096	-2.161694105	-3.884443451	-3.716191177
AGAP007004	2La	2.05588549	-7.700814672	-2.785973261	-5.348408389
AGAP007005	2La	3.476187215	-9.503921944	-6.21161601	-8.138893579
AGAP007006	2La	3.672337559	-10.09104987	-6.928449469	-8.116174487
AGAP007007	2La	1.540711553	2.736059031	-0.26008585	-4.507900053
AGAP007008	2La	3.112458324	-9.074995083	-5.927583822	-7.431152946
AGAP007010	2La	5.403143306	-8.509174459	-8.365336945	-6.434449626
AGAP007012	2La	5.863549283	-8.614952942	-9.014270889	-6.252076963
AGAP007013	2La	0.817991133	-6.100884786	-3.872726328	-4.463899805
AGAP007014	2La	3.589818121	-8.764045406	-6.74822972	-6.809129587
AGAP007015	2La	4.791497281	-6.702380836	-7.616475346	-4.682068719
AGAP007016	2La	2.739333552	2.171848689	1.933983034	0.908181591
AGAP007018	2La	5.097721493	-6.56321334	-7.987079647	-4.262616989
AGAP007019	2La	3.073186169	-6.73100238	-2.209538402	-6.764634777
AGAP007020	2La	1.458946002	-9.693130059	-4.93926387	-7.775133847
AGAP007021	2La	1.291471015	-0.211610399	-1.22712196	-1.340465412
AGAP007022	2La	3.35394891	-9.726019169	-6.248150178	-8.178704078
AGAP007023	2La	5.043955196	-8.532633722	-8.261625575	-6.380743963
AGAP007024	2La	-0.796539973	-7.131460716	-4.960301668	-4.740283455
AGAP007025	2La	2.051708315	-8.232278863	-3.780350276	-7.50376845
AGAP007026	2La	5.689560702	-6.931318663	-8.395640893	-4.545203579
AGAP007027	2La	6.026456723	-7.31409012	-8.544524482	-5.128133455
AGAP007028	2La	3.7548906	-4.870628252	-3.152242291	-4.132764775
AGAP007029	2La	1.161561337	-9.262491494	-5.052977922	-6.826576986
AGAP007030	2L	5.999065755	-8.674274862	-9.34844895	-5.533218417
AGAP007031	2La	3.165505033	-9.526969003	-6.052403808	-7.673373615
AGAP007032	2La	5.849950236	-8.423456209	-8.952500647	-6.05790247
AGAP007033	2La	3.404715349	-5.896542616	-7.648117472	-4.852072871
AGAP007034	2La	5.05296619	-5.644138169	-7.023369558	-4.018134045
AGAP007035	2La	4.100869399	0.678848326	-3.297037968	0.0979192
AGAP007037	2La	2.733812596	-7.413065101	-4.477845209	-8.237852292
AGAP007038	2La	5.478137849	-7.876019824	-8.16426097	-5.916603699
AGAP007040	2La	1.262825981	-6.004504801	2.607159777	2.130096729
AGAP007041	2La	1.606568011	-8.253968132	-3.043260596	-6.514711876
AGAP007042	2La	4.121083022	-5.071357857	-1.660097552	-0.235928098
AGAP007043	2La	2.700792002	-9.429230967	-5.671809026	-7.4903739
AGAP007044	2La	5.016715846	-7.313207565	-7.834731468	-5.105262102
AGAP007045	2La	5.753375202	-8.341230177	-8.701933142	-5.919276771
AGAP007046	2La	0.769498797	-1.371700505	-2.624730718	-4.268471634
AGAP007048	2La	5.664947	-8.817428401	-9.083214469	-6.286509851
AGAP007049	2La	5.155759405	-7.297015651	-7.418005721	-5.381652747
AGAP007050	2La	5.132271805	-8.177083468	-8.651646621	-5.285014019
AGAP007051	2La	-1.275724562	-5.446362418	4.57525192	6.104591967
AGAP007052	2La	2.804804141	-8.199525252	-3.50474588	-6.298225952
AGAP007053	2La	2.163816213	-8.786054082	-5.50764265	-7.404888445
AGAP007054	2La	6.065306169	-7.880843485	-8.777386645	-5.642782817
AGAP007055	2La	6.050813433	-7.583826134	-8.509068612	-5.437580961
AGAP007056	2L	-0.50450986	0.419263207	-0.053566471	-0.429569407
AGAP007057	2L	4.757284684	-7.342082004	-7.892692435	-5.066682135
AGAP007058	2L	1.870051497	-8.798865041	-3.972043581	-7.389027982
AGAP007059	2L	5.761519678	-9.344576955	-9.452841741	-6.574166965
AGAP007061	2L	4.067612514	-10.23107965	-7.47552613	-7.92066901
AGAP007062	2L	1.846438114	-9.357942344	-4.087859369	-7.680366989
AGAP007063	2L	1.386665656	-8.126782173	-2.927723664	-5.437857403
AGAP007064	2L	3.365231959	-5.309040477	-3.997604622	-1.821346423
AGAP007065	2L	6.012460406	-8.180799664	-8.7462193	-6.01920675
AGAP007066	2L	2.367375089	-8.922657308	-5.464671497	-6.486349833
AGAP007068	2L	0.180857028	-4.304541919	-2.742031837	-6.28868703
AGAP007069	2L	5.747359988	-7.467707643	-8.584185023	-4.728539433
AGAP007070	2L	1.967399612	-1.375773413	-1.210205425	-3.041921398
AGAP007071	2L	-0.029434782	-0.940599225	-0.815739037	-1.284824643
AGAP007073	2L	-0.05940374	0.407092929	0.495681705	0.051612067
AGAP007074	2L	-0.968802842	-3.967289109	-3.865989965	-1.741363763
AGAP007075	2L	-0.316926208	0.191976675	0.243840912	-0.008429317
AGAP007076	2L	2.467242827	-5.531262133	-10.36272867	3.076183905
AGAP007077	2L	2.374302634	-5.794428084	-10.5125045	3.204340855
AGAP007078	2L	2.406359738	-5.706978128	-10.47354868	3.157477805
AGAP007079	2L	1.991985719	-5.471049053	-6.511776811	0.141502185
AGAP007080	2L	0.771676653	-6.3156075	-3.946850093	-4.286021439
AGAP007081	2L	4.421649681	3.7759141	-5.205000209	-0.126046414
AGAP007082	2L	-2.23093417	-3.674836167	-2.465389367	-0.412322359
AGAP007083	2L	4.654450926	3.268963247	5.163163107	0.217281222
AGAP007084	2L	-1.809301051	-5.252382995	-3.899101116	-3.743111804
AGAP007085	2L	2.484045345	-3.930812008	-5.844749099	-0.414776899
AGAP007086	2L	3.660270764	7.073007215	5.27695808	8.944701184
AGAP007088	2L	-0.139079124	-1.29753978	-3.030543637	-1.475059799
AGAP007089	2L	-2.01772407	-5.728787781	-4.391346946	-3.929441867
AGAP007090	2L	8.110807458	-2.979945377	-3.714053571	-1.216780478
AGAP007091	2L	-0.58595968	2.542449166	1.113219758	-3.479793313
AGAP007092	2L	-1.980807624	-7.407523735	-7.360461811	-2.247981636
AGAP007093	2L	4.297050231	4.71813662	4.358067571	2.963213162
AGAP007094	2L	-1.691912612	-5.295144025	-4.061773004	-3.697343181
AGAP007095	2L	-1.19201831	-5.77882985	-4.542011721	-3.984225208
AGAP007096	2L	-3.441570187	-3.352962201	-5.624422332	-0.452310971
AGAP007097	2L	-3.98611357	4.101297405	7.132452144	-4.233536818
AGAP007098	2L	-4.96398175	-1.866788331	-2.329685851	3.591944896
AGAP007099	2L	-2.01705039	-7.531813808	-7.454605973	-2.254597158
AGAP007100	2L	-2.227907001	-7.493909403	-7.259509061	-2.433258604
AGAP007101	2L	1.002731767	-6.394080299	-3.620697397	-4.489239749
AGAP007102	2L	-0.719322563	-8.18922742	-5.107749545	-5.28705518
AGAP007104	2L	-4.447934592	-2.2292783	-5.517296516	-0.238633982
AGAP007105	2L	-1.513107333	-8.233056507	-5.620990591	-4.178619879
AGAP007106	2L	-1.490380612	-8.264878973	-5.644419383	-4.219866955
AGAP007107	2L	-1.57854616	-6.703172719	-4.696296185	-3.637145073
AGAP007108	2L	-1.662069622	-7.126560804	-5.031675691	-3.827982806
AGAP007109	2L	-1.779525435	-6.858415887	-4.989973386	-4.137061144
AGAP007110	2L	-1.605711314	-7.697647618	-5.440848844	-4.19663877
AGAP007111	2L	1.474705597	3.257897679	2.389057188	-0.227078707
AGAP007112	2L	3.441734449	-3.74594453	-5.288724513	-0.449307068
AGAP007113	2L	-1.997178211	-5.067484339	1.46645945	-2.676459504
AGAP007114	2L	1.951802863	-4.764327256	-6.266285941	-0.540688104
AGAP007115	2L	0.151639783	3.133678149	0.126415956	-3.88860579
AGAP007116	2L	-2.438559229	0.162709772	-0.547217573	1.419722858
AGAP007117	2L	3.690802024	-4.496219891	-3.480369455	-3.456224756
AGAP007118	2L	-3.265431898	7.57745211	-5.373156132	-2.878825031
AGAP007119	2L	-0.385138603	-3.032772758	-0.955919078	-3.185803027
AGAP007120	2L	3.393323091	3.353981212	3.618175736	1.598483607
AGAP007121	2L	-0.763005804	-2.128240945	-0.509131876	-2.582439445
AGAP007122	2L	0.553654046	2.604859582	-1.159160065	-1.373200612
AGAP007123	2L	3.658587123	-3.650584762	-5.420459633	-1.873889744
AGAP007124	2L	2.809331593	3.351514151	3.16450302	2.381739753
AGAP007125	2L	-0.208248993	6.343263363	9.663211328	3.366357618
AGAP007126	2L	-9.102896778	3.933998416	8.742782293	-2.632957832
AGAP007127	2L	-1.022947047	-7.046056622	-4.937427914	-4.352510687
AGAP007128	2L	2.989384414	3.495303405	4.377077844	0.276172671
AGAP007129	2L	-0.726069246	-8.305998413	-5.509785701	-4.515874913
AGAP007130	2L	-6.151072635	-1.346524591	-4.238765677	4.105628065
AGAP007131	2L	-3.954515567	-3.5212902	-5.74681916	-0.276979034
AGAP007133	2L	-1.949617145	-7.33457439	-6.971481325	-2.293687913
AGAP007134	2L	-2.311638503	3.518897877	2.266972531	-5.003219876
AGAP007135	2L	-1.821819831	-7.209926832	-5.391196512	-3.581628811
AGAP007136	2L	4.009188752	3.601818696	-1.693704518	-5.238997651
AGAP007137	2L	2.389660305	3.242775315	3.477255535	0.171189329
AGAP007138	2L	-2.883936306	-4.578160736	-3.994057361	-3.029228449
AGAP007139	2L	-2.447257346	-6.730213637	-5.222514029	-3.866483132
AGAP007140	2L	9.841959619	-3.48790233	-5.456868154	-3.870963224
AGAP007141	2L	3.35363077	-3.417005879	2.456080827	-2.729366586
AGAP007142	2L	-6.550483585	-4.062121789	-5.327756271	6.383657233
AGAP007143	2L	-1.642804098	-8.191814265	-5.656091386	-4.095630201
AGAP007146	2L	-1.60556541	-7.521544272	-5.305609611	-4.048292143
AGAP007147	2L	-0.89243796	2.519046396	0.884693123	-4.477348736
AGAP007148	2L	-1.828158313	-6.681314955	-4.913257473	-3.748706999
AGAP007149	2L	-0.583709399	-4.869128133	-2.931166009	-4.087786495
AGAP007150	2L	-1.169887605	-0.852643601	-1.027976936	0.778740231
AGAP007151	2L	-1.718713098	-7.056312794	-5.072476983	-3.881994339
AGAP007153	2L	-0.428730228	0.338531262	0.221634228	-0.148257945
AGAP007154	2L	-4.131797111	-3.23489168	-5.316578903	-0.499482917
AGAP007155	2L	-3.243287776	-2.97441962	-4.995868827	-0.395215992
AGAP007156	2L	1.28743164	1.344523229	1.253507047	-0.389236833
AGAP007157	2L	0.154963179	0.238830085	0.464853715	-0.481334021
AGAP007160	2L	0.659632253	0.570790035	-0.50979763	-0.758281342
AGAP007161	2L	0.524850788	3.288017849	0.527635969	-3.10637844
AGAP007162	2L	-2.026540722	0.358786211	-0.670300733	0.56902685
AGAP007163	2L	-4.214972129	-3.601774002	-6.203769032	-0.901898404
AGAP007165	2L	-1.34796836	5.806598869	2.650710573	7.491982264
AGAP007166	2L	-1.947339201	-6.140715728	-4.879149169	-3.698953086
AGAP007167	2L	-0.583678641	-4.908384488	-3.762718014	-3.105277202
AGAP007168	2L	4.456852268	3.213382014	-5.755085289	-0.274417153
AGAP007169	2L	2.568311382	0.23658817	3.522707991	-0.272560817
AGAP007170	2L	0.728698158	2.159480637	2.066046055	-1.11026705
AGAP007171	2L	3.19928039	-2.461871185	2.047593798	-2.841840219
AGAP007172	2L	-4.400013225	-2.74324721	-5.302753708	-0.283365472
AGAP007173	2L	0.994160098	-2.254886611	-4.045417548	-0.876507702
AGAP007174	2L	3.080020197	-3.92551866	-5.331673798	0.057009933
AGAP007175	2L	-5.953356116	-1.178131679	-3.388705616	3.990782396
AGAP007177	2L	-4.097315224	-3.733633164	-5.788090858	-0.628921801
AGAP007178	2L	-1.78019836	-6.98022529	-5.091686829	-3.716478667
AGAP007180	2L	-1.740844661	-7.772977841	-5.527636881	-3.959953504
AGAP007181	2L	-2.607431187	-6.996826078	-6.740516872	-1.874605726
AGAP007182	2L	-2.759833517	-6.418884917	4.739417325	4.057992725
AGAP007184	2L	-1.723744111	-6.858963166	-5.100977901	-3.92199093
AGAP007185	2L	-1.544805495	-7.539491981	-5.348013559	-3.930019654
AGAP007186	2L	-2.500518998	-7.276934204	-6.751199233	-2.191012131
AGAP007194	2L	-1.667405778	0.579582133	-0.805463922	0.167188251
AGAP007195	2L	-1.443580853	-6.871802519	-5.273653596	-4.29192784
AGAP007197	2L	0.228276294	-2.836950976	0.204235729	-3.202644172
AGAP007198	2L	-1.612031026	-8.121418392	-5.682378629	-4.075646367
AGAP007199	2L	-0.221477173	-1.551885757	-0.919044751	0.01473647
AGAP007201	2L	2.277858963	-3.665150542	-4.738385117	-2.807835355
AGAP007202	2L	-0.104943347	-3.81097936	-0.128415541	-4.316964987
AGAP007203	2L	-2.018454953	-6.254530307	-5.180403503	-3.775427067
AGAP007207	2L	6.665720012	-6.691093247	-9.366931127	-4.814272168
AGAP007208	2L	0.44494934	-1.740928092	-4.293249222	-3.205499263
AGAP007209	2L	-2.068502665	-0.9467266	-1.592936481	0.222205941
AGAP007210	2L	0.141444261	2.017399316	0.724194757	-1.358854314
AGAP007211	2L	1.850571071	-2.264754026	-4.916318051	-1.426654651
AGAP007212	2L	4.811693938	5.173568406	5.422044927	3.227802511
AGAP007213	2L	0.623342476	0.408820384	1.017378772	-0.483291533
AGAP007214	2L	-5.961495346	-1.490459807	-3.104727638	4.324565266
AGAP007215	2L	-3.296379099	-3.351689335	-4.397912659	0.004130845
AGAP007216	2L	-4.51880569	7.716231428	-3.735472467	6.83534728
AGAP007217	2L	2.247822905	-4.166876073	-4.623178088	-3.711450583
AGAP007218	2L	-0.802850211	-2.217558809	-4.269313864	-2.404800251
AGAP007219	2L	0.392385972	2.975890371	-0.045496091	-3.584468452
AGAP007220	2L	1.492779275	-0.415402679	0.641425818	-1.478042846
AGAP007221	2L	-3.506682016	-4.062263076	-6.099715276	-0.267514905
AGAP007222	2L	-0.368350967	0.277923962	0.162862535	-0.053119623
AGAP007237	2L	-2.465432383	-7.277136878	-6.767386351	-2.191692002
AGAP007238	2L	0.331590205	-1.069762216	-2.325873054	-0.807489496
AGAP007239	2L	-5.541925441	-1.306893005	6.679781536	4.307345496
AGAP007240	2L	2.09140681	-2.865310237	-2.858106427	-0.79131416
AGAP007241	2L	0.963951252	-4.471075378	1.681215054	7.430254911
AGAP007242	2L	-1.852897548	-2.247561248	-4.277282434	-0.618338123
AGAP007243	2L	0.932476831	-2.941081417	-5.246128484	0.268548061
AGAP007244	2L	-0.560159651	-2.480247867	-4.955752889	0.02012366
AGAP007245	2L	-5.002165898	-0.685549485	-2.072450643	0.911721234
AGAP007246	2L	-1.494826409	-6.146805536	-4.961677015	-3.926883384
AGAP007247	2L	-1.846102844	2.198854168	1.127753585	-2.99179644
AGAP007249	2L	-1.706097459	-0.953922858	-0.678491302	1.002394248
AGAP007250	2L	-4.042985467	-3.825878572	-6.062569421	-1.061322682
AGAP007251	2L	-1.736305784	-5.325450355	-5.009916507	-3.076491165
AGAP007252	2L	-2.060581488	-6.726384016	-5.14487589	-3.745541648
AGAP007253	2L	0.914597587	-4.702747858	-4.267789018	-3.302505925
AGAP007254	2L	1.2856981	-5.76671265	-4.280396434	-3.962986712
AGAP007255	2L	-4.037381338	-3.351394377	-5.75425983	-0.937553278
AGAP007256	2L	-4.315826105	-4.580083887	-6.78132015	-1.174631554
AGAP007257	2L	0.736302963	2.122789234	3.229297662	-1.349788195
AGAP007259	2L	-3.536625349	-3.228714833	-5.592729368	-0.854892226
AGAP007260	2L	-0.339103635	0.236018543	0.199515691	-0.05260155
AGAP007261	2L	-0.39402362	0.142981341	0.062802969	0.059018301
AGAP007262	2L	-4.608924945	-3.922856035	-6.93802114	-1.155893569
AGAP007263	2L	-4.508485642	-4.226372489	-6.963791065	-1.19567522
AGAP007264	2L	-3.588673599	-2.591273957	-4.136015999	-0.607041987
AGAP007265	2L	1.904834617	-1.676102312	-0.317009742	-0.659385053
AGAP007266	2L	-1.903128834	-5.448031069	-4.183909619	-3.080271954
AGAP007267	2L	-0.334311219	0.27096538	0.216793091	-0.048138714
AGAP007268	2L	-0.355671994	0.205571212	0.179843362	-0.027536601
